

id	name	type	num.parents	parents	offsets	p.value	chisq	df
158	chr11_8154	i	0			1.01	0	0
159	chr11_8155	i	0			1.01	0	0
160	chr11_8156	i	0			1.01	0	0
161	chr11_8157	i	0			1.01	0	0
162	chr11_8158	i	0			1.01	0	0
163	chr11_8159	i	0			1.01	0	0
164	chr11_8160	i	0			1.01	0	0
165	chr11_8161	i	0			1.01	0	0
166	chr11_8162	i	0			1.01	0	0
167	chr11_8163	i	0			1.01	0	0
168	chr11_8164	i	0			1.01	0	0
169	chr11_8165	i	0			1.01	0	0
170	chr11_8166	i	0			1.01	0	0
171	chr11_8167	i	0			1.01	0	0
172	chr11_8168	i	0			1.01	0	0
173	chr11_8169	i	0			1.01	0	0
174	chr11_8170	i	0			1.01	0	0
175	chr11_8171	i	0			1.01	0	0
176	chr11_8172	i	0			1.01	0	0
177	chr11_8173	i	0			1.01	0	0
178	chr11_8174	i	0			1.01	0	0
179	chr11_8175	i	0			1.01	0	0
180	chr11_8176	i	0			1.01	0	0
181	chr11_8177	i	0			1.01	0	0
182	chr11_8178	i	0			1.01	0	0
183	chr11_8179	i	0			1.01	0	0
184	chr11_8180	i	0			1.01	0	0
185	chr11_8181	i	0			1.01	0	0
186	chr11_8182	i	0			1.01	0	0
187	chr11_8183	i	0			1.01	0	0
188	chr11_8184	i	0			1.01	0	0
189	chr11_8185	i	0			1.01	0	0
190	chr11_8186	i	0			1.01	0	0
191	chr11_8187	i	0			1.01	0	0
192	chr11_8188	i	0			1.01	0	0
193	chr11_8189	i	0			1.01	0	0
194	chr11_8190	i	0			1.01	0	0
195	chr11_8191	i	0			1.01	0	0
196	chr11_8192	i	0			1.01	0	0
197	chr11_8193	i	0			1.01	0	0
198	chr11_8194	i	0			1.01	0	0
199	chr11_8195	i	0			1.01	0	0
200	chr11_8196	i	0			1.01	0	0
201	chr11_8197	i	0			1.01	0	0
202	chr11_8198	i	0			1.01	0	0
203	chr11_8199	i	0			1.01	0	0
204	chr11_8200	i	0			1.01	0	0
205	chr11_8201	i	0			1.01	0	0
206	chr11_8202	i	0			1.01	0	0
207	chr11_8203	i	0			1.01	0	0
208	chr11_8204	i	0			1.01	0	0
209	chr11_8205	i	0			1.01	0	0
210	chr11_8206	i	0			1.01	0	0
211	chr11_8207	i	0			1.01	0	0
212	chr11_8208	i	0			1.01	0	0
213	chr11_8209	i	0			1.01	0	0
214	chr11_8210	i	0			1.01	0	0
215	chr11_8211	i	0			1.01	0	0
216	chr11_8212	i	0			1.01	0	0
217	chr11_8213	i	0			1.01	0	0
218	chr11_8214	i	0			1.01	0	0
219	chr11_8215	i	0			1.01	0	0
220	chr11_8216	i	0			1.01	0	0
221	chr11_8217	i	0			1.01	0	0
222	chr11_8218	i	0			1.01	0	0
223	chr11_8219	i	0			1.01	0	0
224	chr11_8220	i	0			1.01	0	0
225	chr11_8221	i	0			1.01	0	0
226	chr11_8222	i	0			1.01	0	0
227	chr11_8223	i	0			1.01	0	0
228	chr11_8224	i	0			1.01	0	0
229	chr11_8225	i	0			1.01	0	0
230	chr11_8226	i	0			1.01	0	0
231	chr11_8227	i	0			1.01	0	0
232	chr11_8228	i	0			1.01	0	0
233	chr11_8229	i	0			1.01	0	0
234	chr11_8230	i	0			1.01	0	0
235	chr11_8231	i	0			1.01	0	0
236	chr11_8232	i	0			1.01	0	0
237	chr11_8233	i	0			1.01	0	0
238	chr11_8234	i	0			1.01	0	0
239	chr11_8235	i	0			1.01	0	0
240	chr11_8236	i	0			1.01	0	0
241	chr11_8237	i	0			1.01	0	0
242	chr11_8238	i	0			1.01	0	0
243	chr11_8239	i	0			1.01	0	0
244	chr11_8240	i	0			1.01	0	0
245	chr11_8241	i	0			1.01	0	0
246	chr11_8242	i	0			1.01	0	0
247	chr11_8243	i	0			1.01	0	0
248	chr11_8244	i	0			1.01	0	0
249	chr11_8245	i	0			1.01	0	0
250	chr11_8246	i	0			1.01	0	0
251	chr11_8247	i	0			1.01	0	0
252	chr11_8248	i	0			1.01	0	0
253	chr11_8249	i	0			1.01	0	0
254	chr11_8250	i	0			1.01	0	0
255	chr11_8251	i	0			1.01	0	0
256	chr11_8252	i	0			1.01	0	0
257	chr11_8253	i	0			1.01	0	0
258	chr11_8254	i	0			1.01	0	0
259	chr11_8255	i	0			1.01	0	0
260	chr11_8256	i	0			1.01	0	0
261	chr11_8257	i	0			1.01	0	0
262	chr11_8258	i	0			1.01	0	0
263	chr11_8259	i	0			1.01	0	0
264	chr11_8260	i	0			1.01	0	0
265	chr11_8261	i	0			1.01	0	0
266	chr11_8262	i	0			1.01	0	0
267	chr11_8263	i	0			1.01	0	0
268	chr11_8264	i	0			1.01	0	0
269	chr11_8265	i	0			1.01	0	0
270	chr11_8266	i	0			1.01	0	0
271	chr11_8267	i	0			1.01	0	0
272	chr11_8268	i	0			1.01	0	0
273	chr11_8269	i	0			1.01	0	0
274	chr11_8270	i	0			1.01	0	0
275	chr11_8271	i	0			1.01	0	0
276	chr11_8272	i	0			1.01	0	0
277	chr11_8273	i	0			1.01	0	0
278	chr11_8274	i	0			1.01	0	0
279	chr11_8275	i	0			1.01	0	0
280	chr11_8276	i	0			1.01	0	0
281	chr11_8277	i	0			1.01	0	0
282	chr11_8278	i	0			1.01	0	0
283	chr11_8279	i	0			1.01	0	0
284	chr11_8280	i	0			1.01	0	0
285	chr11_8281	i	0			1.01	0	0
286	chr11_8282	i	0			1.01	0	0
287	chr11_8283	i	0			1.01	0	0
288	chr11_8284	i	0			1.01	0	0
289	chr11_8285	i	0			1.01	0	0
290	chr11_8286	i	0			1.01	0	0
291	chr11_8287	i	0			1.01	0	0
292	chr11_8288	i	0			1.01	0	0
293	chr11_8289	i	0			1.01	0	0
294	chr11_8290	i	0			1.01	0	0
295	chr11_8291	i	0			1.01	0	0
296	chr11_8292	i	0			1.01	0	0
297	chr11_8293	i	0			1.01	0	0
298	chr11_8294	i	0			1.01	0	0
299	chr11_8295	i	0			1.01	0	0
300	chr11_8296	i	0			1.01	0	0
301	chr11_8297	i	0			1.01	0	0
302	chr11_8298	i	0			1.01	0	0
303	chr11_8299	i	0			1.01	0	0
304	chr11_8300	i	0			1.01	0	0
305	chr11_8301	i	0			1.01	0	0
306	chr11_8302	i	0			1.01	0	0
307	chr11_8303	i	0			1.01	0	0
308	chr11_8304	i	0			1.01	0	0
309	chr11_8305	i	0			1.01	0	0
310	chr11_8306	i	0			1.01	0	0
311	chr11_8307	i	0			1.01	0	0
312	chr11_8308	i	0			1.01	0	0
313	chr11_8309	i	0			1.01	0	0
314	chr11_8310	i	0			1.01	0	0
315	chr11_8311	i	0			1.01	0	0
316	chr11_8312	i	0			1.01	0	0
317	chr11_8313	i	0			1.01	0	0
318	chr11_8314	i	0			1.01	0	0
319	chr11_8315	i	0			1.01	0	0
320	chr11_8316	i	0			1.01	0	0
321	chr11_8317	i	0			1.01	0	0
322	chr11_8318	i	0			1.01	0	0
323	chr11_8319	i	0			1.01	0	0
324	chr11_8320	i	0			1.01	0	0
325	chr11_8321	i	0			1.01	0	0
326	chr11_8322	i	0			1.01	0	0
327	chr11_8323	i	0			1.01	0	0
328	chr11_8324	i	0			1.01	0	0
329	chr11_8325	i	0			1.01	0	0
330	chr11_8326	i	0			1.01	0	0
331	chr11_8327	i	0			1.01	0	0
332	chr11_8328	i	0			1.01	0	0
333	chr11_8329	i	0			1.01	0	0
334	chr11_8330	i	0			1.01	0	0
335	chr11_8331	i	0			1.01	0	0
336	chr11_8332	i	0			1.01	0	0
337	chr11_8333	i	0			1.01	0	0
338	chr11_8334	i	0			1.01	0	0
339	chr11_8335	i	0			1.01	0	0
340	chr11_8336	i	0			1.01	0	0
341	chr11_8337	i	0			1.01	0	0
342	chr11_8338	i	0			1.01	0	0
343	chr11_8339	i	0			1.01	0	0
344	chr11_8340	i	0			1.01	0	0
345	chr11_8341	i	0			1.01	0	0
346	chr11_8342	i	0			1.01	0	0
347	chr11_8343	i	0			1.01	0	0
348	chr11_8344	i	0			1.01	0	0
349	chr11_8345	i	0			1.01	0	0
350	chr11_8346	i	0			1.01	0	0
351	chr11_8347	i	0			1.01	0	0
352	chr11_8348	i	0			1.01	0	0
353	chr11_8349	i	0			1.01	0	0
354	chr11_8350	i	0			1.01	0	0
355	chr11_8351	i	0			1.01	0	0
356	chr11_8352	i	0			1.01	0	0
357	chr11_8353	i	0			1.01	0	0
358	chr11_8354	i	0			1.01	0	0
359	chr11_8355	i	0			1.01	0	0
360	chr11_8356	i	0			1.01	0	0
361	chr11_8357	i	0			1.01	0	0
362	chr11_8358	i	0			1.01	0	0
363	chr11_8359	i	0			1.01	0	0
364	chr11_8360	i	0			1.01	0	0
365	chr11_8361	i	0			1.01	0	0
366	chr11_8362	i	0			1.01	0	0
367	chr11_8363	i	0			1.01	0	0
368	chr11_8364	i	0			1.01	0	0
369	chr11_8365	i	0			1.01	0	0
370	chr11_8366	i	0			1.01	0	0
371	chr11_8367	i	0			1.01	0	0
372	chr11_8368	i	0			1.01	0	0
373	chr11_8369	i	0			1.01	0	0
374	chr11_8370	i	0			1.01	0	0
375	chr11_8371	i	0			1.01	0	0
376	chr11_8372	i	0			1.01	0	0
377	chr11_8373	i	0			1.01	0	0
378	chr11_8374	i	0			1.01	0	0
379	chr11_8375	i	0			1.01	0	0
380	chr11_8376	i	0			1.01	0	0
381	chr11_8377	i	0			1.01	0	0
382	chr11_8378	i	0			1.01	0	0
383	chr11_8379	i	0			1.01	0	0
384	chr11_8380	i	0			1.01	0	0
385	chr11_8381	i	0			1.01	0	0
386	chr11_8382	i	0			1.01	0	0
387	chr11_8383	i	0			1.01	0	0
388	chr11_8384	i	0			1.01	0	0
389	chr11_8385	i	0			1.01	0	0
390	chr11_8386	i	0			1.01	0	0
391	chr11_8387	i	0			1.01	0	0
392	chr11_8388	i	0			1.01	0	0
393	chr11_8389	i	0			1.01	0	0
394	chr11_8390	i	0			1.01	0	0
395	chr11_8391	i	0			1.01	0	0
396	chr11_8392	i	0			1.01	0	0
397	chr11_8393	i	0			1.01	0	0
398	chr11_8394	i	0			1.01	0	0
399	chr11_8395	i	0			1.01	0	0
400	chr11_8396	i	0			1.01	0	0
401	chr11_8397	i	0			1.01	0	0
402	chr11_8398	i	0			1.01	0	0
403	chr11_8399	i	0			1.01	0	0
404	chr11_8400	i	0			1.01	0	0
405	chr11_8401	i	0			1.01	0	0
406	chr11_8402	i	0			1.01	0	0
407	chr11_8403	i	0			1.01	0	0
408	chr11_8404	i	0			1.01	0	0
409	chr11_8405	i	0			1.01	0	0
410	chr11_8406	i	0			1.01	0	0
411	chr11_8407	i	0			1.01	0	0
412	chr11_8408	i	0			1.01	0	0
413	chr11_8409	i	0			1.01	0	0
414	chr11_8410	i	0			1.01	0	0
415	chr11_8411	i	0			1.01	0	0
416	chr11_8412	i	0			1.01	0	0
417	chr11_8413	i	0			1.01	0	0
418	chr11_8414	i	0			1.01	0	0
419	chr11_8415	i	0			1.01	0	0
420	chr11_8416	i	0			1.01	0	0
421	chr11_8417	i	0			1.01	0	0
422	chr11_8418	i	0			1.01	0	0
423	chr11_8419	i	0			1.01	0	0
424	chr11_8420	i	0			1.01	0	0
425	chr11_8421	i	0			1.01	0	0
426	chr11_8422	i	0			1.01	0	0
427	chr11_8423	i	0			1.01	0	0
428	chr11_8424	i	0			1.01	0	0
429	chr11_8425	i	0			1.01	0	0
430	chr11_8426	i	0			1.01	0	0
431	chr11_8427	i	0			1.01	0	0
432	chr11_8428	i	0			1.01	0	0
433	chr11_8429	i	0			1.01	0	0
434	chr11_8430	i	0			1.01	0	0
435	chr11_8431	i	0			1.01	0	0
436	chr11_8432	i	0			1.01	0	0
437	chr11_8433	i	0			1.01	0	0
438	chr11_8434	i	0			1.01	0	0
439	chr11_8435	i	0			1.01	0	0
440	chr11_8436	i	0			1.01	0	0
441	chr11_8437	i	0			1.01	0	0
442	chr11_8438	i	0			1.01	0	0
443	chr11_8439	i	0			1.01	0	0
444	chr11_8440	i	0			1.01	0	0
445	chr11_8441	i	0			1.01	0	0
446	chr11_8442	i	0			1.01	0	0
447	chr11_8443	i	0			1.01	0	0
448	chr11_8444	i	0			1.01	0	0
449	chr11_8445	i	0			1.01	0	0
450	chr11_8446	i	0			1.01	0	0
451	chr11_8447	i	0			1.01	0	0
452	chr11_8448	i	0			1.01	0	0
453	chr11_8449	i	0			1.01	0	0
454	chr11_8450	i	0			1.01	0	0
455	chr11_8451	i	0			1.01	0	0
456	chr11_8452	i	0			1.01	0	0
457	chr11_8453	i	0			1.01	0	0
458	chr11_8454	i	0			1.01	0	0
459	chr11_8455	i	0			1.01	0	0
460	chr11_8456	i	0			1.01	0	0
461	chr11_8457	i	0			1.01	0	0
462	chr11_8458	i	0			1.01	0	0
463	chr11_8459	i	0			1.01	0	0
464	chr11_8460	i	0			1.01	0	0
465	chr11_8461	i	0			1.01	0	0
466	chr11_8462	i	0			1.01	0	0
467	chr11_8463	i	0			1.01	0	0
468	chr11_8464	i	0			1.01	0	0
469	chr11_8465	i	0			1.01	0	0
470	chr11_8466	i	0			1.01	0	0
471	chr11_8467	i	0			1.01	0	0
472	chr11_8468	i	0			1.01	0	0
473	chr11_8469	i	0			1.01	0	0
474	chr11_8470	i	0			1.01	0	0
475	chr11_8471	i	0			1.01	0	0
476	chr11_8472	i	0			1.01	0	0
477	chr11_8473	i	0			1.01	0	0
478	chr11_8474	i	0			1.01	0	0
479	chr11_8475	i	0			1.01	0	0
480	chr11_8476	i	0			1.01	0	0
481	chr11_8477	i	0			1.01	0	0
482	chr11_8478	i	0			1.01	0	0
483	chr11_8479	i	0			1.01	0	0
484	chr11_8480	i	0			1.01	0	0
485	chr11_8481	i	0			1.01	0	0
486	chr11_8482	i	0			1.01	0	0
487	chr11_8483	i	0			1.01	0	0
488	chr11_8484	i	0			1.01	0	0
489	chr11_8485	i	0			1.01	0	0
490	chr11_8486	i	0			1.01	0	0
491	chr11_8487	i	0			1.01	0	0
492	chr11_8488	i	0			1.01	0	0
493	chr11_8489	i	0			1.01	0	0
494	chr11_8490	i	0			1.01	0	0
495	chr11_8491	i	0			1.01	0	0
496	chr11_8492	i	0			1.01	0	0
497	chr11_8493	i	0			1.01	0	0
498	chr11_8494	i	0			1.01	0	0
499	chr11_8495	i	0			1.01	0	0
500	chr11_8496	i	0			1.01	0	0
501	chr11_8497	i	0			1.01	0	0
502	chr11_8498	i	0			1.01	0	0
503	chr11_8499	i	0			1.01	0	0
504	chr11_8500	i	0			1.01	0	0
505	chr11_8501	i	0			1.01	0	0
506	chr11_8502	i	0			1.01	0	0
507	chr11_8503	i	0			1.01	0	0
508	chr11_8504	i	0			1.01	0	0
509	chr11_8505	i	0			1.01	0	0
510	chr11_8506	i	0			1.01	0	0
511	chr11_8507	i	0			1.01	0	0
512	chr11_8508	i	0			1.01	0	0
513	chr11_8509	i	0			1.01	0	0
514	chr11_8510	i	0			1.01	0	0
515	chr11_8511	i	0			1.01	0	0
516	chr11_8512	i	0			1.01	0	0
517	chr11_8513	i	0			1.01	0	0
518	chr11_8514	i	0			1.01	0	0
519	chr11_8515	i	0			1.01	0	0
520	chr11_8516	i	0			1.01	0	0
521	chr11_8517	i	0			1.01	0	0
522	chr11_8518	i	0			1.01	0	0
523	chr11_8519	i	0			1.01	0	0
524	chr11_8520	i	0			1.01	0	0
525	chr11_8521	i	0			1.01	0	0
526	chr11_8522	i	0			1.01	0	0
527	chr11_8523	i	0			1.01	0	0
528	chr11_8524	i	0			1.01	0	0
529	chr11_8525	i	0			1.01	0	0
530	chr11_8526	i	0			1.01	0	0
531	chr11_8527	i	0			1.01	0	0
532	chr11_8528	i	0			1.01	0	0
533	chr11_8529	i	0			1.01	0	0
534	chr11_8530	i	0			1.01	0	0
535	chr11_8531	i	0			1.01	0	0
536	chr11_8532	i	0			1.01	0	0
537	chr11_8533	i	0			1.01	0	0
538	chr11_8534	i	0			1.01	0	0
539	chr11_8535	i	0			1.01	0	0
540	chr11_8536	i	0			1.01	0	0
541	chr11_8537	i	0			1.01	0	0
542	chr11_8538	i	0			1.01	0	0
543	chr11_8539	i	0			1.01	0	0
544	chr11_8540	i	0			1.01	0	0
545	chr11_8541	i	0			1.01	0	0
546	chr11_8542	i	0			1.01	0	0
547	chr11_8543	i	0			1.01	0	0
548	chr11_8544	i	0			1.01	0	0
549	chr11_8545	i	0			1.01	0	0
550	chr11_8546	i	0			1.01	0	0
551	chr11_8547	i	0			1.01	0	0
552	chr11_8548	i	0			1.01	0	0
553	chr11_8549	i	0			1.01	0	0
554	chr11_8550	i	0			1.01	0	0
555	chr11_8551	i	0			1.01	0	0
556	chr11_8552	i	0			1.01	0	0
557	chr11_8553	i	0			1.01	0	0
558	chr11_8554	i	0			1.01	0	0
559	chr11_8555	i	0			1.01	0	0
560	chr11_8556	i	0			1.01	0	0
561	chr11_8557	i	0			1.01	0	0
562	chr11_8558	i	0			1.01	0	0
563	chr11_8559	i	0			1.01	0	0
564	chr11_8560	i	0			1.01	0	0
565	chr11_8561	i	0			1.01	0	0
566	chr11_8562	i	0			1.01	0	0
567	chr11_8563	i	0			1.01	0	0
568	chr11_8564	i	0			1.01	0	0
569	chr11_8565	i	0			1.01	0	0
570	chr11_8566	i	0			1.01	0	0
571	chr11_8567	i	0			1.01	0	0
572	chr11_8568	i	0			1.01	0	0
573	chr11_8569	i	0			1.01	0	0
574	chr11_8570	i	0			1.01	0	0
575	chr11_8571	i	0			1.01	0	0
576	chr11_8572	i	0			1.01	0	0
577	chr11_8573	i	0			1.01	0	0
578	chr11_8574	i	0			1.01	0	0
579	chr11_8575	i	0			1.01	0	0
580	chr11_8576	i	0			1.01	0	0
581	chr11_8577	i	0			1.01	0	0
582	chr11_8578	i	0			1.01	0	0
583	chr11_8579	i	0			1.01	0	0
584	chr11_8580	i	0			1.01	0	0
585	chr11_8581	i	0			1.01	0	0
586	chr11_8582	i	0			1.01	0	0
587	chr11_8583	i	0			1.01	0	0
588	chr11_8584	i	0			1.01	0	0
589	chr11_8585	i	0			1.01	0	0
590	chr11_8586	i	0			1.01	0	0
591	chr11_8587	i	0			1.01	0	0
592	chr11_8588	i	0			1.01	0	0
593	chr11_8589	i	0			1.01	0	0
594	chr11_8590	i	0			1.01	0	0
595	chr11_8591	i	0			1.01	0	0
596	chr11_8592	i	0			1.01	0	0
597	chr11_8593	i	0			1.01	0	0
598	chr11_8594	i	0			1.01	0	0
599	chr11_8595	i	0			1.01	0	0
600	chr11_8596	i	0			1.01	0	0
601	chr11_8597	i	0			1.01	0	0
602	chr11_8598	i	0			1.01	0	0
603	chr11_8599	i	0			1.01	0	0
604	chr11_8600	i	0			1.01	0	0
605	chr11_8601	i	0			1.01	0	0
606	chr11_8602	i	0			1.01	0	0
607	chr11_8603	i	0			1.01	0	0
608	chr11_8604	i	0			1.01	0	0
609	chr11_8605	i	0			1.01	0	0
610	chr11_8606	i	0			1.01	0	0
611	chr11_8607	i	0			1.01	0	0
612	chr11_8608	i	0			1.01	0	0
613	chr11_8609	i	0			1.01	0	0
614	chr11_8610	i	0			1.01	0	0
615	chr11_8611	i	0			1.01	0	0
616	chr11_8612	i	0			1.01	0	0
617	chr11_8613	i	0			1.01	0	0
618	chr11_8614	i	0			1.01	0	0
619	chr11_8615	i	0			1.01	0	0
620	chr11_8616	i	0			1.01	0	0
621	chr11_8617	i	0			1.01	0	0
622	chr11_8618	i	0			1.01	0	0
623	chr11_8619	i	0			1.01	0	0
624	chr11_8620	i	0			1.01	0	0
625	chr11_8621	i	0			1.01	0	0
626	chr11_8622	i	0			1.01	0	0
627	chr11_8623	i	0			1.01	0	0
628	chr11_8624	i	0			1.01	0	0
629	chr11_8625	i	0			1.01	0	0
630	chr11_8626	i	0			1.01	0	0
631	chr11_8627	i	0			1.01	0	0
632	chr11_8628	i	0			1.01	0	0
633	chr11_8629	i	0			1.01	0	0
634	chr11_8630	i	0			1.01	0	0
635	chr11_8631	i	0			1.01	0	0
636	chr11_8632	i	0			1.01	0	0
637	chr11_8633	i	0			1.01	0	0
638	chr11_8634	i	0			1.01	0	0
639	chr11_8635	i	0			1.01	0	0
640	chr11_8636	i	0			1.01	0	0
641	chr11_8637	i	0			1.01	0	0
642	chr11_8638	i	0			1.01	0	0
643	chr11_8639	i	0			1.01	0	0
644	chr11_8640	i	0			1.01	0	0
645	chr11_8641	i	0			1.01	0	0
646	chr11_8642	i	0			1.01	0	0
647	chr11_8643	i	0			1.01	0	0
648	chr11_8644	i	0			1.01	0	0
649	chr11_8645	i	0			1.01	0	0
650	chr11_8646	i	0			1.01	0	0
651	chr11_8647	i	0			1.01	0	0
652	chr11_8648	i	0			1.01	0	0
653	chr11_8649	i	0			1.01	0	0
654	chr11_8650	i	0			1.01	0	0
655	chr11_8651	i	0			1.01	0	0
656	chr11_8652	i	0			1.01	0	0
657	chr11_8653	i	0			1.01	0	0
658	chr11_8654	i	0			1.01	0	0
659	chr11_8655	i	0			1.01	0	0
660	chr11_8656	i	0			1.01	0	0
661	chr11_8657	i	0			1.01	0	0
662	chr11_8658	i	0			1.01	0	0
663	chr11_8659	i	0			1.01	0	0
