

id	name	type	num.parents	parents	offsets	p.value	chisq	df
68	chr6_3064	i	0			1.01	0	0
69	chr6_3065	i	0			1.01	0	0
70	chr6_3066	i	0			1.01	0	0
71	chr6_3067	i	0			1.01	0	0
72	chr6_3068	i	0			1.01	0	0
73	chr6_3069	i	0			1.01	0	0
74	chr6_3070	i	0			1.01	0	0
75	chr6_3071	i	0			1.01	0	0
76	chr6_3072	i	0			1.01	0	0
77	chr6_3073	i	0			1.01	0	0
78	chr6_3074	i	0			1.01	0	0
79	chr6_3075	i	0			1.01	0	0
80	chr6_3076	i	0			1.01	0	0
81	chr6_3077	i	0			1.01	0	0
82	chr6_3078	i	0			1.01	0	0
83	chr6_3079	i	0			1.01	0	0
84	chr6_3080	i	0			1.01	0	0
85	chr6_3081	i	0			1.01	0	0
86	chr6_3082	i	0			1.01	0	0
87	chr6_3083	i	0			1.01	0	0
88	chr6_3084	i	0			1.01	0	0
89	chr6_3085	i	0			1.01	0	0
90	chr6_3086	i	0			1.01	0	0
91	chr6_3087	i	0			1.01	0	0
92	chr6_3088	i	0			1.01	0	0
93	chr6_3089	i	0			1.01	0	0
94	chr6_3090	i	0			1.01	0	0
95	chr6_3091	i	0			1.01	0	0
96	chr6_3092	i	0			1.01	0	0
97	chr6_3093	i	0			1.01	0	0
98	chr6_3094	i	0			1.01	0	0
99	chr6_3095	i	0			1.01	0	0
100	chr6_3096	i	0			1.01	0	0
101	chr6_3097	i	0			1.01	0	0
102	chr6_3098	i	0			1.01	0	0
103	chr6_3099	i	0			1.01	0	0
104	chr6_3100	i	0			1.01	0	0
105	chr6_3101	i	0			1.01	0	0
106	chr6_3102	i	0			1.01	0	0
107	chr6_3103	i	0			1.01	0	0
108	chr6_3104	i	0			1.01	0	0
109	chr6_3105	i	0			1.01	0	0
110	chr6_3106	i	0			1.01	0	0
111	chr6_3107	i	0			1.01	0	0
112	chr6_3108	i	0			1.01	0	0
113	chr6_3109	i	0			1.01	0	0
114	chr6_3110	i	0			1.01	0	0
115	chr6_3111	i	0			1.01	0	0
116	chr6_3112	i	0			1.01	0	0
117	chr6_3113	i	0			1.01	0	0
118	chr6_3114	i	0			1.01	0	0
119	chr6_3115	i	0			1.01	0	0
120	chr6_3116	i	0			1.01	0	0
121	chr6_3117	i	0			1.01	0	0
122	chr6_3118	i	0			1.01	0	0
123	chr6_3119	i	0			1.01	0	0
124	chr6_3120	i	0			1.01	0	0
125	chr6_3121	i	0			1.01	0	0
126	chr6_3122	i	0			1.01	0	0
127	chr6_3123	i	0			1.01	0	0
128	chr6_3124	i	0			1.01	0	0
129	chr6_3125	i	0			1.01	0	0
130	chr6_3126	i	0			1.01	0	0
131	chr6_3127	i	0			1.01	0	0
132	chr6_3128	i	0			1.01	0	0
133	chr6_3129	i	0			1.01	0	0
134	chr6_3130	i	0			1.01	0	0
135	chr6_3131	i	0			1.01	0	0
136	chr6_3132	i	0			1.01	0	0
137	chr6_3133	i	0			1.01	0	0
138	chr6_3134	i	0			1.01	0	0
139	chr6_3135	i	0			1.01	0	0
140	chr6_3136	i	0			1.01	0	0
141	chr6_3137	i	0			1.01	0	0
142	chr6_3138	i	0			1.01	0	0
143	chr6_3139	i	0			1.01	0	0
144	chr6_3140	i	0			1.01	0	0
145	chr6_3141	i	0			1.01	0	0
146	chr6_3142	i	0			1.01	0	0
147	chr6_3143	i	0			1.01	0	0
148	chr6_3144	i	0			1.01	0	0
149	chr6_3145	i	0			1.01	0	0
150	chr6_3146	i	0			1.01	0	0
151	chr6_3147	i	0			1.01	0	0
152	chr6_3148	i	0			1.01	0	0
153	chr6_3149	i	0			1.01	0	0
154	chr6_3150	i	0			1.01	0	0
155	chr6_3151	i	0			1.01	0	0
156	chr6_3152	i	0			1.01	0	0
157	chr6_3153	i	0			1.01	0	0
158	chr6_3154	i	0			1.01	0	0
159	chr6_3155	i	0			1.01	0	0
160	chr6_3156	i	0			1.01	0	0
161	chr6_3157	i	0			1.01	0	0
162	chr6_3158	i	0			1.01	0	0
163	chr6_3159	i	0			1.01	0	0
164	chr6_3160	i	0			1.01	0	0
165	chr6_3161	i	0			1.01	0	0
166	chr6_3162	i	0			1.01	0	0
167	chr6_3163	i	0			1.01	0	0
168	chr6_3164	i	0			1.01	0	0
169	chr6_3165	i	0			1.01	0	0
170	chr6_3166	i	0			1.01	0	0
171	chr6_3167	i	0			1.01	0	0
172	chr6_3168	i	0			1.01	0	0
173	chr6_3169	i	0			1.01	0	0
174	chr6_3170	i	0			1.01	0	0
175	chr6_3171	i	0			1.01	0	0
176	chr6_3172	i	0			1.01	0	0
177	chr6_3173	i	0			1.01	0	0
178	chr6_3174	i	0			1.01	0	0
179	chr6_3175	i	0			1.01	0	0
180	chr6_3176	i	0			1.01	0	0
181	chr6_3177	i	0			1.01	0	0
182	chr6_3178	i	0			1.01	0	0
183	chr6_3179	i	0			1.01	0	0
184	chr6_3180	i	0			1.01	0	0
185	chr6_3181	i	0			1.01	0	0
186	chr6_3182	i	0			1.01	0	0
187	chr6_3183	i	0			1.01	0	0
188	chr6_3184	i	0			1.01	0	0
189	chr6_3185	i	0			1.01	0	0
190	chr6_3186	i	0			1.01	0	0
191	chr6_3187	i	0			1.01	0	0
192	chr6_3188	i	0			1.01	0	0
193	chr6_3189	i	0			1.01	0	0
194	chr6_3190	i	0			1.01	0	0
195	chr6_3191	i	0			1.01	0	0
196	chr6_3192	i	0			1.01	0	0
197	chr6_3193	i	0			1.01	0	0
198	chr6_3194	i	0			1.01	0	0
199	chr6_3195	i	0			1.01	0	0
200	chr6_3196	i	0			1.01	0	0
201	chr6_3197	i	0			1.01	0	0
202	chr6_3198	i	0			1.01	0	0
203	chr6_3199	i	0			1.01	0	0
204	chr6_3200	i	0			1.01	0	0
205	chr6_3201	i	0			1.01	0	0
206	chr6_3202	i	0			1.01	0	0
207	chr6_3203	i	0			1.01	0	0
208	chr6_3204	i	0			1.01	0	0
209	chr6_3205	i	0			1.01	0	0
210	chr6_3206	i	0			1.01	0	0
211	chr6_3207	i	0			1.01	0	0
212	chr6_3208	i	0			1.01	0	0
213	chr6_3209	i	0			1.01	0	0
214	chr6_3210	i	0			1.01	0	0
215	chr6_3211	i	0			1.01	0	0
216	chr6_3212	i	0			1.01	0	0
217	chr6_3213	i	0			1.01	0	0
218	chr6_3214	i	0			1.01	0	0
219	chr6_3215	i	0			1.01	0	0
220	chr6_3216	i	0			1.01	0	0
221	chr6_3217	i	0			1.01	0	0
222	chr6_3218	i	0			1.01	0	0
223	chr6_3219	i	0			1.01	0	0
224	chr6_3220	i	0			1.01	0	0
225	chr6_3221	i	0			1.01	0	0
226	chr6_3222	i	0			1.01	0	0
227	chr6_3223	i	0			1.01	0	0
228	chr6_3224	i	0			1.01	0	0
229	chr6_3225	i	0			1.01	0	0
230	chr6_3226	i	0			1.01	0	0
231	chr6_3227	i	0			1.01	0	0
232	chr6_3228	i	0			1.01	0	0
233	chr6_3229	i	0			1.01	0	0
234	chr6_3230	i	0			1.01	0	0
235	chr6_3231	i	0			1.01	0	0
236	chr6_3232	i	0			1.01	0	0
237	chr6_3233	i	0			1.01	0	0
238	chr6_3234	i	0			1.01	0	0
239	chr6_3235	i	0			1.01	0	0
240	chr6_3236	i	0			1.01	0	0
241	chr6_3237	i	0			1.01	0	0
242	chr6_3238	i	0			1.01	0	0
243	chr6_3239	i	0			1.01	0	0
244	chr6_3240	i	0			1.01	0	0
245	chr6_3241	i	0			1.01	0	0
246	chr6_3242	i	0			1.01	0	0
247	chr6_3243	i	0			1.01	0	0
248	chr6_3244	i	0			1.01	0	0
249	chr6_3245	i	0			1.01	0	0
250	chr6_3246	i	0			1.01	0	0
251	chr6_3247	i	0			1.01	0	0
252	chr6_3248	i	0			1.01	0	0
253	chr6_3249	i	0			1.01	0	0
254	chr6_3250	i	0			1.01	0	0
255	chr6_3251	i	0			1.01	0	0
256	chr6_3252	i	0			1.01	0	0
257	chr6_3253	i	0			1.01	0	0
258	chr6_3254	i	0			1.01	0	0
259	chr6_3255	i	0			1.01	0	0
260	chr6_3256	i	0			1.01	0	0
261	chr6_3257	i	0			1.01	0	0
262	chr6_3258	i	0			1.01	0	0
263	chr6_3259	i	0			1.01	0	0
264	chr6_3260	i	0			1.01	0	0
265	chr6_3261	i	0			1.01	0	0
266	chr6_3262	i	0			1.01	0	0
267	chr6_3263	i	0			1.01	0	0
268	chr6_3264	i	0			1.01	0	0
269	chr6_3265	i	0			1.01	0	0
270	chr6_3266	i	0			1.01	0	0
271	chr6_3267	i	0			1.01	0	0
272	chr6_3268	i	0			1.01	0	0
273	chr6_3269	i	0			1.01	0	0
274	chr6_3270	i	0			1.01	0	0
275	chr6_3271	i	0			1.01	0	0
276	chr6_3272	i	0			1.01	0	0
277	chr6_3273	i	0			1.01	0	0
278	chr6_3274	i	0			1.01	0	0
279	chr6_3275	i	0			1.01	0	0
280	chr6_3276	i	0			1.01	0	0
281	chr6_3277	i	0			1.01	0	0
282	chr6_3278	i	0			1.01	0	0
283	chr6_3279	i	0			1.01	0	0
284	chr6_3280	i	0			1.01	0	0
285	chr6_3281	i	0			1.01	0	0
286	chr6_3282	i	0			1.01	0	0
287	chr6_3283	i	0			1.01	0	0
288	chr6_3284	i	0			1.01	0	0
289	chr6_3285	i	0			1.01	0	0
290	chr6_3286	i	0			1.01	0	0
291	chr6_3287	i	0			1.01	0	0
292	chr6_3288	i	0			1.01	0	0
293	chr6_3289	i	0			1.01	0	0
294	chr6_3290	i	0			1.01	0	0
295	chr6_3291	i	0			1.01	0	0
296	chr6_3292	i	0			1.01	0	0
297	chr6_3293	i	0			1.01	0	0
298	chr6_3294	i	0			1.01	0	0
299	chr6_3295	i	0			1.01	0	0
300	chr6_3296	i	0			1.01	0	0
301	chr6_3297	i	0			1.01	0	0
302	chr6_3298	i	0			1.01	0	0
303	chr6_3299	i	0			1.01	0	0
304	chr6_3300	i	0			1.01	0	0
305	chr6_3301	i	0			1.01	0	0
306	chr6_3302	i	0			1.01	0	0
307	chr6_3303	i	0			1.01	0	0
308	chr6_3304	i	0			1.01	0	0
309	chr6_3305	i	0			1.01	0	0
310	chr6_3306	i	0			1.01	0	0
311	chr6_3307	i	0			1.01	0	0
312	chr6_3308	i	0			1.01	0	0
313	chr6_3309	i	0			1.01	0	0
314	chr6_3310	i	0			1.01	0	0
315	chr6_3311	i	0			1.01	0	0
316	chr6_3312	i	0			1.01	0	0
317	chr6_3313	i	0			1.01	0	0
318	chr6_3314	i	0			1.01	0	0
319	chr6_3315	i	0			1.01	0	0
320	chr6_3316	i	0			1.01	0	0
321	chr6_3317	i	0			1.01	0	0
322	chr6_3318	i	0			1.01	0	0
323	chr6_3319	i	0			1.01	0	0
324	chr6_3320	i	0			1.01	0	0
325	chr6_3321	i	0			1.01	0	0
326	chr6_3322	i	0			1.01	0	0
327	chr6_3323	i	0			1.01	0	0
328	chr6_3324	i	0			1.01	0	0
329	chr6_3325	i	0			1.01	0	0
330	chr6_3326	i	0			1.01	0	0
331	chr6_3327	i	0			1.01	0	0
332	chr6_3328	i	0			1.01	0	0
333	chr6_3329	i	0			1.01	0	0
334	chr6_3330	i	0			1.01	0	0
335	chr6_3331	i	0			1.01	0	0
336	chr6_3332	i	0			1.01	0	0
337	chr6_3333	i	0			1.01	0	0
338	chr6_3334	i	0			1.01	0	0
339	chr6_3335	i	0			1.01	0	0
340	chr6_3336	i	0			1.01	0	0
341	chr6_3337	i	0			1.01	0	0
342	chr6_3338	i	0			1.01	0	0
343	chr6_3339	i	0			1.01	0	0
344	chr6_3340	i	0			1.01	0	0
345	chr6_3341	i	0			1.01	0	0
346	chr6_3342	i	0			1.01	0	0
347	chr6_3343	i	0			1.01	0	0
348	chr6_3344	i	0			1.01	0	0
349	chr6_3345	i	0			1.01	0	0
350	chr6_3346	i	0			1.01	0	0
351	chr6_3347	i	0			1.01	0	0
352	chr6_3348	i	0			1.01	0	0
353	chr6_3349	i	0			1.01	0	0
354	chr6_3350	i	0			1.01	0	0
355	chr6_3351	i	0			1.01	0	0
356	chr6_3352	i	0			1.01	0	0
357	chr6_3353	i	0			1.01	0	0
358	chr6_3354	i	0			1.01	0	0
359	chr6_3355	i	0			1.01	0	0
360	chr6_3356	i	0			1.01	0	0
361	chr6_3357	i	0			1.01	0	0
362	chr6_3358	i	0			1.01	0	0
363	chr6_3359	i	0			1.01	0	0
364	chr6_3360	i	0			1.01	0	0
365	chr6_3361	i	0			1.01	0	0
366	chr6_3362	i	0			1.01	0	0
367	chr6_3363	i	0			1.01	0	0
368	chr6_3364	i	0			1.01	0	0
369	chr6_3365	i	0			1.01	0	0
370	chr6_3366	i	0			1.01	0	0
371	chr6_3367	i	0			1.01	0	0
372	chr6_3368	i	0			1.01	0	0
373	chr6_3369	i	0			1.01	0	0
374	chr6_3370	i	0			1.01	0	0
375	chr6_3371	i	0			1.01	0	0
376	chr6_3372	i	0			1.01	0	0
377	chr6_3373	i	0			1.01	0	0
378	chr6_3374	i	0			1.01	0	0
379	chr6_3375	i	0			1.01	0	0
380	chr6_3376	i	0			1.01	0	0
381	chr6_3377	i	0			1.01	0	0
382	chr6_3378	i	0			1.01	0	0
383	chr6_3379	i	0			1.01	0	0
384	chr6_3380	i	0			1.01	0	0
385	chr6_3381	i	0			1.01	0	0
386	chr6_3382	i	0			1.01	0	0
387	chr6_3383	i	0			1.01	0	0
388	chr6_3384	i	0			1.01	0	0
389	chr6_3385	i	0			1.01	0	0
390	chr6_3386	i	0			1.01	0	0
391	chr6_3387	i	0			1.01	0	0
392	chr6_3388	i	0			1.01	0	0
393	chr6_3389	i	0			1.01	0	0
394	chr6_3390	i	0			1.01	0	0
395	chr6_3391	i	0			1.01	0	0
396	chr6_3392	i	0			1.01	0	0
397	chr6_3393	i	0			1.01	0	0
398	chr6_3394	i	0			1.01	0	0
399	chr6_3395	i	0			1.01	0	0
400	chr6_3396	i	0			1.01	0	0
401	chr6_3397	i	0			1.01	0	0
402	chr6_3398	i	0			1.01	0	0
403	chr6_3399	i	0			1.01	0	0
404	chr6_3400	i	0			1.01	0	0
405	chr6_3401	i	0			1.01	0	0
406	chr6_3402	i	0			1.01	0	0
407	chr6_3403	i	0			1.01	0	0
408	chr6_3404	i	0			1.01	0	0
409	chr6_3405	i	0			1.01	0	0
410	chr6_3406	i	0			1.01	0	0
411	chr6_3407	i	0			1.01	0	0
412	chr6_3408	i	0			1.01	0	0
413	chr6_3409	i	0			1.01	0	0
414	chr6_3410	i	0			1.01	0	0
415	chr6_3411	i	0			1.01	0	0
416	chr6_3412	i	0			1.01	0	0
417	chr6_3413	i	0			1.01	0	0
418	chr6_3414	i	0			1.01	0	0
419	chr6_3415	i	0			1.01	0	0
420	chr6_3416	i	0			1.01	0	0
421	chr6_3417	i	0			1.01	0	0
422	chr6_3418	i	0			1.01	0	0
423	chr6_3419	i	0			1.01	0	0
424	chr6_3420	i	0			1.01	0	0
425	chr6_3421	i	0			1.01	0	0
426	chr6_3422	i	0			1.01	0	0
427	chr6_3423	i	0			1.01	0	0
428	chr6_3424	i	0			1.01	0	0
429	chr6_3425	i	0			1.01	0	0
430	chr6_3426	i	0			1.01	0	0
431	chr6_3427	i	0			1.01	0	0
432	chr6_3428	i	0			1.01	0	0
433	chr6_3429	i	0			1.01	0	0
434	chr6_3430	i	0			1.01	0	0
435	chr6_3431	i	0			1.01	0	0
436	chr6_3432	i	0			1.01	0	0
437	chr6_3433	i	0			1.01	0	0
438	chr6_3434	i	0			1.01	0	0
439	chr6_3435	i	0			1.01	0	0
440	chr6_3436	i	0			1.01	0	0
441	chr6_3437	i	0			1.01	0	0
442	chr6_3438	i	0			1.01	0	0
443	chr6_3439	i	0			1.01	0	0
444	chr6_3440	i	0			1.01	0	0
445	chr6_3441	i	0			1.01	0	0
446	chr6_3442	i	0			1.01	0	0
447	chr6_3443	i	0			1.01	0	0
448	chr6_3444	i	0			1.01	0	0
449	chr6_3445	i	0			1.01	0	0
450	chr6_3446	i	0			1.01	0	0
451	chr6_3447	i	0			1.01	0	0
452	chr6_3448	i	0			1.01	0	0
453	chr6_3449	i	0			1.01	0	0
454	chr6_3450	i	0			1.01	0	0
455	chr6_3451	i	0			1.01	0	0
456	chr6_3452	i	0			1.01	0	0
457	chr6_3453	i	0			1.01	0	0
458	chr6_3454	i	0			1.01	0	0
459	chr6_3455	i	0			1.01	0	0
460	chr6_3456	i	0			1.01	0	0
461	chr6_3457	i	0			1.01	0	0
462	chr6_3458	i	0			1.01	0	0
463	chr6_3459	i	0			1.01	0	0
464	chr6_3460	i	0			1.01	0	0
465	chr6_3461	i	0			1.01	0	0
466	chr6_3462	i	0			1.01	0	0
467	chr6_3463	i	0			1.01	0	0
468	chr6_3464	i	0			1.01	0	0
469	chr6_3465	i	0			1.01	0	0
470	chr6_3466	i	0			1.01	0	0
471	chr6_3467	i	0			1.01	0	0
472	chr6_3468	i	0			1.01	0	0
473	chr6_3469	i	0			1.01	0	0
474	chr6_3470	i	0			1.01	0	0
475	chr6_3471	i	0			1.01	0	0
476	chr6_3472	i	0			1.01	0	0
477	chr6_3473	i	0			1.01	0	0
478	chr6_3474	i	0			1.01	0	0
479	chr6_3475	i	0			1.01	0	0
480	chr6_3476	i	0			1.01	0	0
481	chr6_3477	i	0			1.01	0	0
482	chr6_3478	i	0			1.01	0	0
483	chr6_3479	i	0			1.01	0	0
484	chr6_3480	i	0			1.01	0	0
485	chr6_3481	i	0			1.01	0	0
486	chr6_3482	i	0			1.01	0	0
487	chr6_3483	i	0			1.01	0	0
488	chr6_3484	i	0			1.01	0	0
489	chr6_3485	i	0			1.01	0	0
490	chr6_3486	i	0			1.01	0	0
491	chr6_3487	i	0			1.01	0	0
492	chr6_3488	i	0			1.01	0	0
493	chr6_3489	i	0			1.01	0	0
494	chr6_3490	i	0			1.01	0	0
495	chr6_3491	i	0			1.01	0	0
496	chr6_3492	i	0			1.01	0	0
497	chr6_3493	i	0			1.01	0	0
498	chr6_3494	i	0			1.01	0	0
499	chr6_3495	i	0			1.01	0	0
500	chr6_3496	i	0			1.01	0	0
501	chr6_3497	i	0			1.01	0	0
502	chr6_3498	i	0			1.01	0	0
503	chr6_3499	i	0			1.01	0	0
504	chr6_3500	i	0			1.01	0	0
505	chr6_3501	i	0			1.01	0	0
506	chr6_3502	i	0			1.01	0	0
507	chr6_3503	i	0			1.01	0	0
508	chr6_3504	i	0			1.01	0	0
509	chr6_3505	i	0			1.01	0	0
510	chr6_3506	i	0			1.01	0	0
511	chr6_3507	i	0			1.01	0	0
512	chr6_3508	i	0			1.01	0	0
513	chr6_3509	i	0			1.01	0	0
514	chr6_3510	i	0			1.01	0	0
515	chr6_3511	i	0			1.01	0	0
516	chr6_3512	i	0			1.01	0	0
517	chr6_3513	i	0			1.01	0	0
518	chr6_3514	i	0			1.01	0	0
519	chr6_3515	i	0			1.01	0	0
520	chr6_3516	i	0			1.01	0	0
521	chr6_3517	i	0			1.01	0	0
522	chr6_3518	i	0			1.01	0	0
523	chr6_3519	i	0			1.01	0	0
524	chr6_3520	i	0			1.01	0	0
525	chr6_3521	i	0			1.01	0	0
526	chr6_3522	i	0			1.01	0	0
527	chr6_3523	i	0			1.01	0	0
528	chr6_3524	i	0			1.01	0	0
529	chr6_3525	i	0			1.01	0	0
530	chr6_3526	i	0			1.01	0	0
531	chr6_3527	i	0			1.01	0	0
532	chr6_3528	i	0			1.01	0	0
533	chr6_3529	i	0			1.01	0	0
534	chr6_3530	i	0			1.01	0	0
535	chr6_3531	i	0			1.01	0	0
536	chr6_3532	i	0			1.01	0	0
537	chr6_3533	i	0			1.01	0	0
538	chr6_3534	i	0			1.01	0	0
539	chr6_3535	i	0			1.01	0	0
540	chr6_3536	i	0			1.01	0	0
541	chr6_3537	i	0			1.01	0	0
542	chr6_3538	i	0			1.01	0	0
543	chr6_3539	i	0			1.01	0	0
544	chr6_3540	i	0			1.01	0	0
545	chr6_3541	i	0			1.01	0	0
546	chr6_3542	i	0			1.01	0	0
547	chr6_3543	i	0			1.01	0	0
548	chr6_3544	i	0			1.01	0	0
549	chr6_3545	i	0			1.01	0	0
550	chr6_3546	i	0			1.01	0	0
551	chr6_3547	i	0			1.01	0	0
552	chr6_3548	i	0			1.01	0	0
553	chr6_3549	i	0			1.01	0	0
554	chr6_3550	i	0			1.01	0	0
555	chr6_3551	i	0			1.01	0	0
556	chr6_3552	i	0			1.01	0	0
557	chr6_3553	i	0			1.01	0	0
558	chr6_3554	i	0			1.01	0	0
559	chr6_3555	i	0			1.01	0	0
560	chr6_3556	i	0			1.01	0	0
561	chr6_3557	i	0			1.01	0	0
562	chr6_3558	i	0			1.01	0	0
563	chr6_3559	i	0			1.01	0	0
564	chr6_3560	i	0			1.01	0	0
565	chr6_3561	i	0			1.01	0	0
566	chr6_3562	i	0			1.01	0	0
567	chr6_3563	i	0			1.01	0	0
568	chr6_3564	i	0			1.01	0	0
569	chr6_3565	i	0			1.01	0	0
570	chr6_3566	i	0			1.01	0	0
571	chr6_3567	i	0			1.01	0	0
572	chr6_3568	i	0			1.01	0	0
573	chr6_3569	i	0			1.01	0	0
574	chr6_3570	i	0			1.01	0	0
575	chr6_3571	i	0			1.01	0	0
576	chr6_3572	i	0			1.01	0	0
577	chr6_3573	i	0			1.01	0	0
578	chr6_3574	i	0			1.01	0	0
579	chr6_3575	i	0			1.01	0	0
580	chr6_3576	i	0			1.01	0	0
581	chr6_3577	i	0			1.01	0	0
582	chr6_3578	i	0			1.01	0	0
583	chr6_3579	i	0			1.01	0	0
584	chr6_3580	i	0			1.01	0	0
585	chr6_3581	i	0			1.01	0	0
586	chr6_3582	i	0			1.01	0	0
587	chr6_3583	i	0			1.01	0	0
588	chr6_3584	i	0			1.01	0	0
589	chr6_3585	i	0			1.01	0	0
590	chr6_3586	i	0			1.01	0	0
591	chr6_3587	i	0			1.01	0	0
592	chr6_3588	i	0			1.01	0	0
593	chr6_3589	i	0			1.01	0	0
594	chr6_3590	i	0			1.01	0	0
595	chr6_3591	i	0			1.01	0	0
596	chr6_3592	i	0			1.01	0	0
597	chr6_3593	i	0			1.01	0	0
598	chr6_3594	i	0			1.01	0	0
599	chr6_3595	i	0			1.01	0	0
600	chr6_3596	i	0			1.01	0	0
601	chr6_3597	i	0			1.01	0	0
602	chr6_3598	i	0			1.01	0	0
603	chr6_3599	i	0			1.01	0	0
604	chr6_3600	i	0			1.01	0	0
605	chr6_3601	i	0			1.01	0	0
606	chr6_3602	i	0			1.01	0	0
607	chr6_3603	i	0			1.01	0	0
608	chr6_3604	i	0			1.01	0	0
609	chr6_3605	i	0			1.01	0	0
610	chr6_3606	i	0			1.01	0	0
611	chr6_3607	i	0			1.01	0	0
612	chr6_3608	i	0			1.01	0	0
613	chr6_3609	i	0			1.01	0	0
614	chr6_3610	i	0			1.01	0	0
615	chr6_3611	i	0			1.01	0	0
616	chr6_3612	i	0			1.01	0	0
617	chr6_3613	i	0			1.01	0	0
618	chr6_3614	i	0			1.01	0	0
619	chr6_3615	i	0			1.01	0	0
620	chr6_3616	i	0			1.01	0	0
621	chr6_3617	i	0			1.01	0	0
622	chr6_3618	i	0			1.01	0	0
623	chr6_3619	i	0			1.01	0	0
624	chr6_3620	i	0			1.01	0	0
625	chr6_3621	i	0			1.01	0	0
626	chr6_3622	i	0			1.01	0	0
627	chr6_3623	i	0			1.01	0	0
628	chr6_3624	i	0			1.01	0	0
629	chr6_3625	i	0			1.01	0	0
630	chr6_3626	i	0			1.01	0	0
631	chr6_3627	i	0			1.01	0	0
632	chr6_3628	i	0			1.01	0	0
633	chr6_3629	i	0			1.01	0	0
634	chr6_3630	i	0			1.01	0	0
635	chr6_3631	i	0			1.01	0	0
636	chr6_3632	i	0			1.01	0	0
637	chr6_3633	i	0			1.01	0	0
638	chr6_3634	i	0			1.01	0	0
639	chr6_3635	i	0			1.01	0	0
640	chr6_3636	i	0			1.01	0	0
641	chr6_3637	i	0			1.01	0	0
642	chr6_3638	i	0			1.01	0	0
643	chr6_3639	i	0			1.01	0	0
644	chr6_3640	i	0			1.01	0	0
645	chr6_3641	i	0			1.01	0	0
646	chr6_3642	i	0			1.01	0	0
647	chr6_3643	i	0			1.01	0	0
648	chr6_3644	i	0			1.01	0	0
649	chr6_3645	i	0			1.01	0	0
650	chr6_3646	i	0			1.01	0	0
651	chr6_3647	i	0			1.01	0	0
652	chr6_3648	i	0			1.01	0	0
653	chr6_3649	i	0			1.01	0	0
654	chr6_3650	i	0			1.01	0	0
655	chr6_3651	i	0			1.01	0	0
656	chr6_3652	i	0			1.01	0	0
657	chr6_3653	i	0			1.01	0	0
658	chr6_3654	i	0			1.01	0	0
659	chr6_3655	i	0			1.01	0	0
660	chr6_3656	i	0			1.01	0	0
661	chr6_3657	i	0			1.01	0	0
662	chr6_3658	i	0			1.01	0	0
663	chr6_3659	i	0			1.01	0	0
