

id	name	type	num.parents	parents	offsets	p.value	chisq	df
140	chr2_10067B	i	0			1.01	0	0
141	chr2_10068A	i	0			1.01	0	0
142	chr2_10068B	i	0			1.01	0	0
143	chr2_10069A	i	0			1.01	0	0
144	chr2_10069B	i	0			1.01	0	0
145	chr2_10070A	i	0			1.01	0	0
146	chr2_10070B	i	0			1.01	0	0
147	chr2_10071A	i	0			1.01	0	0
148	chr2_10071B	i	0			1.01	0	0
149	chr2_10072A	i	0			1.01	0	0
150	chr2_10072B	i	0			1.01	0	0
151	chr2_10073A	i	0			1.01	0	0
152	chr2_10073B	i	0			1.01	0	0
153	chr2_10074A	i	0			1.01	0	0
154	chr2_10074B	i	0			1.01	0	0
155	chr2_10075A	i	0			1.01	0	0
156	chr2_10075B	i	0			1.01	0	0
157	chr2_10076A	i	0			1.01	0	0
158	chr2_10076B	i	0			1.01	0	0
159	chr2_10077A	i	0			1.01	0	0
160	chr2_10077B	i	0			1.01	0	0
161	chr2_10078A	i	0			1.01	0	0
162	chr2_10078B	i	0			1.01	0	0
163	chr2_10079A	i	0			1.01	0	0
164	chr2_10079B	i	0			1.01	0	0
165	chr2_10080A	i	0			1.01	0	0
166	chr2_10080B	i	0			1.01	0	0
167	chr2_10081A	i	0			1.01	0	0
168	chr2_10081B	i	0			1.01	0	0
169	chr2_10082A	i	0			1.01	0	0
170	chr2_10082B	i	0			1.01	0	0
171	chr2_10083A	i	0			1.01	0	0
172	chr2_10083B	i	0			1.01	0	0
173	chr2_10084A	i	0			1.01	0	0
174	chr2_10084B	i	0			1.01	0	0
175	chr2_10085A	i	0			1.01	0	0
176	chr2_10085B	i	0			1.01	0	0
177	chr2_10086A	i	0			1.01	0	0
178	chr2_10086B	i	0			1.01	0	0
179	chr2_10087A	i	0			1.01	0	0
180	chr2_10087B	i	0			1.01	0	0
181	chr2_10088A	i	0			1.01	0	0
182	chr2_10088B	i	0			1.01	0	0
183	chr2_10089A	i	0			1.01	0	0
184	chr2_10089B	i	0			1.01	0	0
185	chr2_10090A	i	0			1.01	0	0
186	chr2_10090B	i	0			1.01	0	0
187	chr2_10091A	i	0			1.01	0	0
188	chr2_10091B	i	0			1.01	0	0
189	chr2_10092A	i	0			1.01	0	0
190	chr2_10092B	i	0			1.01	0	0
191	chr2_10093A	i	0			1.01	0	0
192	chr2_10093B	i	0			1.01	0	0
193	chr2_10094A	i	0			1.01	0	0
194	chr2_10094B	i	0			1.01	0	0
195	chr2_10095A	i	0			1.01	0	0
196	chr2_10095B	i	0			1.01	0	0
197	chr2_10096A	i	0			1.01	0	0
198	chr2_10096B	i	0			1.01	0	0
199	chr2_10097A	i	0			1.01	0	0
200	chr2_10097B	i	0			1.01	0	0
201	chr2_10098A	i	0			1.01	0	0
202	chr2_10098B	i	0			1.01	0	0
203	chr2_10099A	i	0			1.01	0	0
204	chr2_10099B	i	0			1.01	0	0
205	chr2_10100A	i	0			1.01	0	0
206	chr2_10100B	i	0			1.01	0	0
207	chr2_10101A	i	0			1.01	0	0
208	chr2_10101B	i	0			1.01	0	0
209	chr2_10102A	i	0			1.01	0	0
210	chr2_10102B	i	0			1.01	0	0
211	chr2_10103A	i	0			1.01	0	0
212	chr2_10103B	i	0			1.01	0	0
213	chr2_10104A	i	0			1.01	0	0
214	chr2_10104B	i	0			1.01	0	0
215	chr2_10105A	i	0			1.01	0	0
216	chr2_10105B	i	0			1.01	0	0
217	chr2_10106A	i	0			1.01	0	0
218	chr2_10106B	i	0			1.01	0	0
219	chr2_10107A	i	0			1.01	0	0
220	chr2_10107B	i	0			1.01	0	0
221	chr2_10108A	i	0			1.01	0	0
222	chr2_10108B	i	0			1.01	0	0
223	chr2_10109A	i	0			1.01	0	0
224	chr2_10109B	i	0			1.01	0	0
225	chr2_10110A	i	0			1.01	0	0
226	chr2_10110B	i	0			1.01	0	0
227	chr2_10111A	i	0			1.01	0	0
228	chr2_10111B	i	0			1.01	0	0
229	chr2_10112A	i	0			1.01	0	0
230	chr2_10112B	i	0			1.01	0	0
231	chr2_10113A	i	0			1.01	0	0
232	chr2_10113B	i	0			1.01	0	0
233	chr2_10114A	i	0			1.01	0	0
234	chr2_10114B	i	0			1.01	0	0
235	chr2_10115A	i	0			1.01	0	0
236	chr2_10115B	i	0			1.01	0	0
237	chr2_10116A	i	0			1.01	0	0
238	chr2_10116B	i	0			1.01	0	0
239	chr2_10117A	i	0			1.01	0	0
240	chr2_10117B	i	0			1.01	0	0
241	chr2_10118A	i	0			1.01	0	0
242	chr2_10118B	i	0			1.01	0	0
243	chr2_10119A	i	0			1.01	0	0
244	chr2_10119B	i	0			1.01	0	0
245	chr2_10120A	i	0			1.01	0	0
246	chr2_10120B	i	0			1.01	0	0
247	chr2_10121A	i	0			1.01	0	0
248	chr2_10121B	i	0			1.01	0	0
249	chr2_10122A	i	0			1.01	0	0
250	chr2_10122B	i	0			1.01	0	0
251	chr2_10123A	i	0			1.01	0	0
252	chr2_10123B	i	0			1.01	0	0
253	chr2_10124A	i	0			1.01	0	0
254	chr2_10124B	i	0			1.01	0	0
255	chr2_10125A	i	0			1.01	0	0
256	chr2_10125B	i	0			1.01	0	0
257	chr2_10126A	i	0			1.01	0	0
258	chr2_10126B	i	0			1.01	0	0
259	chr2_10127A	i	0			1.01	0	0
260	chr2_10127B	i	0			1.01	0	0
261	chr2_10128A	i	0			1.01	0	0
262	chr2_10128B	i	0			1.01	0	0
263	chr2_10129A	i	0			1.01	0	0
264	chr2_10129B	i	0			1.01	0	0
265	chr2_10130A	i	0			1.01	0	0
266	chr2_10130B	i	0			1.01	0	0
267	chr2_10131A	i	0			1.01	0	0
268	chr2_10131B	i	0			1.01	0	0
269	chr2_10132A	i	0			1.01	0	0
270	chr2_10132B	i	0			1.01	0	0
271	chr2_10133A	i	0			1.01	0	0
272	chr2_10133B	i	0			1.01	0	0
273	chr2_10134A	i	0			1.01	0	0
274	chr2_10134B	i	0			1.01	0	0
275	chr2_10135A	i	0			1.01	0	0
276	chr2_10135B	i	0			1.01	0	0
277	chr2_10136A	i	0			1.01	0	0
278	chr2_10136B	i	0			1.01	0	0
279	chr2_10137A	i	0			1.01	0	0
280	chr2_10137B	i	0			1.01	0	0
281	chr2_10138A	i	0			1.01	0	0
282	chr2_10138B	i	0			1.01	0	0
283	chr2_10139A	i	0			1.01	0	0
284	chr2_10139B	i	0			1.01	0	0
285	chr2_10140A	i	0			1.01	0	0
286	chr2_10140B	i	0			1.01	0	0
287	chr2_10141A	i	0			1.01	0	0
288	chr2_10141B	i	0			1.01	0	0
289	chr2_10142A	i	0			1.01	0	0
290	chr2_10142B	i	0			1.01	0	0
291	chr2_10143A	i	0			1.01	0	0
292	chr2_10143B	i	0			1.01	0	0
293	chr2_10144A	i	0			1.01	0	0
294	chr2_10144B	i	0			1.01	0	0
295	chr2_10145A	i	0			1.01	0	0
296	chr2_10145B	i	0			1.01	0	0
297	chr2_10146A	i	0			1.01	0	0
298	chr2_10146B	i	0			1.01	0	0
299	chr2_10147A	i	0			1.01	0	0
300	chr2_10147B	i	0			1.01	0	0
301	chr2_10148A	i	0			1.01	0	0
302	chr2_10148B	i	0			1.01	0	0
303	chr2_10149A	i	0			1.01	0	0
304	chr2_10149B	i	0			1.01	0	0
305	chr2_10150A	i	0			1.01	0	0
306	chr2_10150B	i	0			1.01	0	0
307	chr2_10151A	i	0			1.01	0	0
308	chr2_10151B	i	0			1.01	0	0
309	chr2_10152A	i	0			1.01	0	0
310	chr2_10152B	i	0			1.01	0	0
311	chr2_10153A	i	0			1.01	0	0
312	chr2_10153B	i	0			1.01	0	0
313	chr2_10154A	i	0			1.01	0	0
314	chr2_10154B	i	0			1.01	0	0
315	chr2_10155A	i	0			1.01	0	0
316	chr2_10155B	i	0			1.01	0	0
317	chr2_10156A	i	0			1.01	0	0
318	chr2_10156B	i	0			1.01	0	0
319	chr2_10157A	i	0			1.01	0	0
320	chr2_10157B	i	0			1.01	0	0
321	chr2_10158A	i	0			1.01	0	0
322	chr2_10158B	i	0			1.01	0	0
323	chr2_10159A	i	0			1.01	0	0
324	chr2_10159B	i	0			1.01	0	0
325	chr2_10160A	i	0			1.01	0	0
326	chr2_10160B	i	0			1.01	0	0
327	chr2_10161A	i	0			1.01	0	0
328	chr2_10161B	i	0			1.01	0	0
329	chr2_10162A	i	0			1.01	0	0
330	chr2_10162B	i	0			1.01	0	0
331	chr2_10163A	i	0			1.01	0	0
332	chr2_10163B	i	0			1.01	0	0
333	chr2_10164A	i	0			1.01	0	0
334	chr2_10164B	i	0			1.01	0	0
335	chr2_10165A	i	0			1.01	0	0
336	chr2_10165B	i	0			1.01	0	0
337	chr2_10166A	i	0			1.01	0	0
338	chr2_10166B	i	0			1.01	0	0
339	chr2_10167A	i	0			1.01	0	0
340	chr2_10167B	i	0			1.01	0	0
341	chr2_10168A	i	0			1.01	0	0
342	chr2_10168B	i	0			1.01	0	0
343	chr2_10169A	i	0			1.01	0	0
344	chr2_10169B	i	0			1.01	0	0
345	chr2_10170A	i	0			1.01	0	0
346	chr2_10170B	i	0			1.01	0	0
347	chr2_10171A	i	0			1.01	0	0
348	chr2_10171B	i	0			1.01	0	0
349	chr2_10172A	i	0			1.01	0	0
350	chr2_10172B	i	0			1.01	0	0
351	chr2_10173A	i	0			1.01	0	0
352	chr2_10173B	i	0			1.01	0	0
353	chr2_10174A	i	0			1.01	0	0
354	chr2_10174B	i	0			1.01	0	0
355	chr2_10175A	i	0			1.01	0	0
356	chr2_10175B	i	0			1.01	0	0
357	chr2_10176A	i	0			1.01	0	0
358	chr2_10176B	i	0			1.01	0	0
359	chr2_10177A	i	0			1.01	0	0
360	chr2_10177B	i	0			1.01	0	0
361	chr2_10178A	i	0			1.01	0	0
362	chr2_10178B	i	0			1.01	0	0
363	chr2_10179A	i	0			1.01	0	0
364	chr2_10179B	i	0			1.01	0	0
365	chr2_10180A	i	0			1.01	0	0
366	chr2_10180B	i	0			1.01	0	0
367	chr2_10181A	i	0			1.01	0	0
368	chr2_10181B	i	0			1.01	0	0
369	chr2_10182A	i	0			1.01	0	0
370	chr2_10182B	i	0			1.01	0	0
371	chr2_10183A	i	0			1.01	0	0
372	chr2_10183B	i	0			1.01	0	0
373	chr2_10184A	i	0			1.01	0	0
374	chr2_10184B	i	0			1.01	0	0
375	chr2_10185A	i	0			1.01	0	0
376	chr2_10185B	i	0			1.01	0	0
377	chr2_10186A	i	0			1.01	0	0
378	chr2_10186B	i	0			1.01	0	0
379	chr2_10187A	i	0			1.01	0	0
380	chr2_10187B	i	0			1.01	0	0
381	chr2_10188A	i	0			1.01	0	0
382	chr2_10188B	i	0			1.01	0	0
383	chr2_10189A	i	0			1.01	0	0
384	chr2_10189B	i	0			1.01	0	0
385	chr2_10190A	i	0			1.01	0	0
386	chr2_10190B	i	0			1.01	0	0
387	chr2_10191A	i	0			1.01	0	0
388	chr2_10191B	i	0			1.01	0	0
389	chr2_10192A	i	0			1.01	0	0
390	chr2_10192B	i	0			1.01	0	0
391	chr2_10193A	i	0			1.01	0	0
392	chr2_10193B	i	0			1.01	0	0
393	chr2_10194A	i	0			1.01	0	0
394	chr2_10194B	i	0			1.01	0	0
395	chr2_10195A	i	0			1.01	0	0
396	chr2_10195B	i	0			1.01	0	0
397	chr2_10196A	i	0			1.01	0	0
398	chr2_10196B	i	0			1.01	0	0
399	chr2_10197A	i	0			1.01	0	0
400	chr2_10197B	i	0			1.01	0	0
401	chr2_10198A	i	0			1.01	0	0
402	chr2_10198B	i	0			1.01	0	0
403	chr2_10199A	i	0			1.01	0	0
404	chr2_10199B	i	0			1.01	0	0
405	chr2_10200A	i	0			1.01	0	0
406	chr2_10200B	i	0			1.01	0	0
407	chr2_10201A	i	0			1.01	0	0
408	chr2_10201B	i	0			1.01	0	0
409	chr2_10202A	i	0			1.01	0	0
410	chr2_10202B	i	0			1.01	0	0
411	chr2_10203A	i	0			1.01	0	0
412	chr2_10203B	i	0			1.01	0	0
413	chr2_10204A	i	0			1.01	0	0
414	chr2_10204B	i	0			1.01	0	0
415	chr2_10205A	i	0			1.01	0	0
416	chr2_10205B	i	0			1.01	0	0
417	chr2_10206A	i	0			1.01	0	0
418	chr2_10206B	i	0			1.01	0	0
419	chr2_10207A	i	0			1.01	0	0
420	chr2_10207B	i	0			1.01	0	0
421	chr2_10208A	i	0			1.01	0	0
422	chr2_10208B	i	0			1.01	0	0
423	chr2_10209A	i	0			1.01	0	0
424	chr2_10209B	i	0			1.01	0	0
425	chr2_10210A	i	0			1.01	0	0
426	chr2_10210B	i	0			1.01	0	0
427	chr2_10211A	i	0			1.01	0	0
428	chr2_10211B	i	0			1.01	0	0
429	chr2_10212A	i	0			1.01	0	0
430	chr2_10212B	i	0			1.01	0	0
431	chr2_10213A	i	0			1.01	0	0
432	chr2_10213B	i	0			1.01	0	0
433	chr2_10214A	i	0			1.01	0	0
434	chr2_10214B	i	0			1.01	0	0
435	chr2_10215A	i	0			1.01	0	0
436	chr2_10215B	i	0			1.01	0	0
437	chr2_10216A	i	0			1.01	0	0
438	chr2_10216B	i	0			1.01	0	0
439	chr2_10217A	i	0			1.01	0	0
440	chr2_10217B	i	0			1.01	0	0
441	chr2_10218A	i	0			1.01	0	0
442	chr2_10218B	i	0			1.01	0	0
443	chr2_10219A	i	0			1.01	0	0
444	chr2_10219B	i	0			1.01	0	0
445	chr2_10220A	i	0			1.01	0	0
446	chr2_10220B	i	0			1.01	0	0
447	chr2_10221A	i	0			1.01	0	0
448	chr2_10221B	i	0			1.01	0	0
449	chr2_10222A	i	0			1.01	0	0
450	chr2_10222B	i	0			1.01	0	0
451	chr2_10223A	i	0			1.01	0	0
452	chr2_10223B	i	0			1.01	0	0
453	chr2_10224A	i	0			1.01	0	0
454	chr2_10224B	i	0			1.01	0	0
455	chr2_10225A	i	0			1.01	0	0
456	chr2_10225B	i	0			1.01	0	0
457	chr2_10226A	i	0			1.01	0	0
458	chr2_10226B	i	0			1.01	0	0
459	chr2_10227A	i	0			1.01	0	0
460	chr2_10227B	i	0			1.01	0	0
461	chr2_10228A	i	0			1.01	0	0
462	chr2_10228B	i	0			1.01	0	0
463	chr2_10229A	i	0			1.01	0	0
464	chr2_10229B	i	0			1.01	0	0
465	chr2_10230A	i	0			1.01	0	0
466	chr2_10230B	i	0			1.01	0	0
467	chr2_10231A	i	0			1.01	0	0
468	chr2_10231B	i	0			1.01	0	0
469	chr2_10232A	i	0			1.01	0	0
470	chr2_10232B	i	0			1.01	0	0
471	chr2_10233A	i	0			1.01	0	0
472	chr2_10233B	i	0			1.01	0	0
473	chr2_10234A	i	0			1.01	0	0
474	chr2_10234B	i	0			1.01	0	0
475	chr2_10235A	i	0			1.01	0	0
476	chr2_10235B	i	0			1.01	0	0
477	chr2_10236A	i	0			1.01	0	0
478	chr2_10236B	i	0			1.01	0	0
479	chr2_10237A	i	0			1.01	0	0
480	chr2_10237B	i	0			1.01	0	0
481	chr2_10238A	i	0			1.01	0	0
482	chr2_10238B	i	0			1.01	0	0
483	chr2_10239A	i	0			1.01	0	0
484	chr2_10239B	i	0			1.01	0	0
485	chr2_10240A	i	0			1.01	0	0
486	chr2_10240B	i	0			1.01	0	0
487	chr2_10241A	i	0			1.01	0	0
488	chr2_10241B	i	0			1.01	0	0
489	chr2_10242A	i	0			1.01	0	0
490	chr2_10242B	i	0			1.01	0	0
491	chr2_10243A	i	0			1.01	0	0
492	chr2_10243B	i	0			1.01	0	0
493	chr2_10244A	i	0			1.01	0	0
494	chr2_10244B	i	0			1.01	0	0
495	chr2_10245A	i	0			1.01	0	0
496	chr2_10245B	i	0			1.01	0	0
497	chr2_10246A	i	0			1.01	0	0
498	chr2_10246B	i	0			1.01	0	0
499	chr2_10247A	i	0			1.01	0	0
500	chr2_10247B	i	0			1.01	0	0
501	chr2_10248A	i	0			1.01	0	0
502	chr2_10248B	i	0			1.01	0	0
503	chr2_10249A	i	0			1.01	0	0
504	chr2_10249B	i	0			1.01	0	0
505	chr2_10250A	i	0			1.01	0	0
506	chr2_10250B	i	0			1.01	0	0
507	chr2_10251A	i	0			1.01	0	0
508	chr2_10251B	i	0			1.01	0	0
509	chr2_10252A	i	0			1.01	0	0
510	chr2_10252B	i	0			1.01	0	0
511	chr2_10253A	i	0			1.01	0	0
512	chr2_10253B	i	0			1.01	0	0
513	chr2_10254A	i	0			1.01	0	0
514	chr2_10254B	i	0			1.01	0	0
515	chr2_10255A	i	0			1.01	0	0
516	chr2_10255B	i	0			1.01	0	0
517	chr2_10256A	i	0			1.01	0	0
518	chr2_10256B	i	0			1.01	0	0
519	chr2_10257A	i	0			1.01	0	0
520	chr2_10257B	i	0			1.01	0	0
521	chr2_10258A	i	0			1.01	0	0
522	chr2_10258B	i	0			1.01	0	0
523	chr2_10259A	i	0			1.01	0	0
524	chr2_10259B	i	0			1.01	0	0
525	chr2_10260A	i	0			1.01	0	0
526	chr2_10260B	i	0			1.01	0	0
527	chr2_10261A	i	0			1.01	0	0
528	chr2_10261B	i	0			1.01	0	0
529	chr2_10262A	i	0			1.01	0	0
530	chr2_10262B	i	0			1.01	0	0
531	chr2_10263A	i	0			1.01	0	0
532	chr2_10263B	i	0			1.01	0	0
533	chr2_10264A	i	0			1.01	0	0
534	chr2_10264B	i	0			1.01	0	0
535	chr2_10265A	i	0			1.01	0	0
536	chr2_10265B	i	0			1.01	0	0
537	chr2_10266A	i	0			1.01	0	0
538	chr2_10266B	i	0			1.01	0	0
539	chr2_10267A	i	0			1.01	0	0
540	chr2_10267B	i	0			1.01	0	0
541	chr2_10268A	i	0			1.01	0	0
542	chr2_10268B	i	0			1.01	0	0
543	chr2_10269A	i	0			1.01	0	0
544	chr2_10269B	i	0			1.01	0	0
545	chr2_10270A	i	0			1.01	0	0
546	chr2_10270B	i	0			1.01	0	0
547	chr2_10271A	i	0			1.01	0	0
548	chr2_10271B	i	0			1.01	0	0
549	chr2_10272A	i	0			1.01	0	0
550	chr2_10272B	i	0			1.01	0	0
551	chr2_10273A	i	0			1.01	0	0
552	chr2_10273B	i	0			1.01	0	0
553	chr2_10274A	i	0			1.01	0	0
554	chr2_10274B	i	0			1.01	0	0
555	chr2_10275A	i	0			1.01	0	0
556	chr2_10275B	i	0			1.01	0	0
557	chr2_10276A	i	0			1.01	0	0
558	chr2_10276B	i	0			1.01	0	0
559	chr2_10277A	i	0			1.01	0	0
560	chr2_10277B	i	0			1.01	0	0
561	chr2_10278A	i	0			1.01	0	0
562	chr2_10278B	i	0			1.01	0	0
563	chr2_10279A	i	0			1.01	0	0
564	chr2_10279B	i	0			1.01	0	0
565	chr2_10280A	i	0			1.01	0	0
566	chr2_10280B	i	0			1.01	0	0
567	chr2_10281A	i	0			1.01	0	0
568	chr2_10281B	i	0			1.01	0	0
569	chr2_10282A	i	0			1.01	0	0
570	chr2_10282B	i	0			1.01	0	0
571	chr2_10283A	i	0			1.01	0	0
572	chr2_10283B	i	0			1.01	0	0
573	chr2_10284A	i	0			1.01	0	0
574	chr2_10284B	i	0			1.01	0	0
575	chr2_10285A	i	0			1.01	0	0
576	chr2_10285B	i	0			1.01	0	0
577	chr2_10286A	i	0			1.01	0	0
578	chr2_10286B	i	0			1.01	0	0
579	chr2_10287A	i	0			1.01	0	0
580	chr2_10287B	i	0			1.01	0	0
581	chr2_10288A	i	0			1.01	0	0
582	chr2_10288B	i	0			1.01	0	0
583	chr2_10289A	i	0			1.01	0	0
584	chr2_10289B	i	0			1.01	0	0
585	chr2_10290A	i	0			1.01	0	0
586	chr2_10290B	i	0			1.01	0	0
587	chr2_10291A	i	0			1.01	0	0
588	chr2_10291B	i	0			1.01	0	0
589	chr2_10292A	i	0			1.01	0	0
590	chr2_10292B	i	0			1.01	0	0
591	chr2_10293A	i	0			1.01	0	0
592	chr2_10293B	i	0			1.01	0	0
593	chr2_10294A	i	0			1.01	0	0
594	chr2_10294B	i	0			1.01	0	0
595	chr2_10295A	i	0			1.01	0	0
596	chr2_10295B	i	0			1.01	0	0
597	chr2_10296A	i	0			1.01	0	0
598	chr2_10296B	i	0			1.01	0	0
599	chr2_10297A	i	0			1.01	0	0
600	chr2_10297B	i	0			1.01	0	0
601	chr2_10298A	i	0			1.01	0	0
602	chr2_10298B	i	0			1.01	0	0
603	chr2_10299A	i	0			1.01	0	0
604	chr2_10299B	i	0			1.01	0	0
605	chr2_10300A	i	0			1.01	0	0
606	chr2_10300B	i	0			1.01	0	0
607	chr2_10301A	i	0			1.01	0	0
608	chr2_10301B	i	0			1.01	0	0
609	chr2_10302A	i	0			1.01	0	0
610	chr2_10302B	i	0			1.01	0	0
611	chr2_10303A	i	0			1.01	0	0
612	chr2_10303B	i	0			1.01	0	0
613	chr2_10304A	i	0			1.01	0	0
614	chr2_10304B	i	0			1.01	0	0
615	chr2_10305A	i	0			1.01	0	0
616	chr2_10305B	i	0			1.01	0	0
617	chr2_10306A	i	0			1.01	0	0
618	chr2_10306B	i	0			1.01	0	0
619	chr2_10307A	i	0			1.01	0	0
620	chr2_10307B	i	0			1.01	0	0
621	chr2_10308A	i	0			1.01	0	0
622	chr2_10308B	i	0			1.01	0	0
623	chr2_10309A	i	0			1.01	0	0
624	chr2_10309B	i	0			1.01	0	0
625	chr2_10310A	i	0			1.01	0	0
626	chr2_10310B	i	0			1.01	0	0
627	chr2_10311A	i	0			1.01	0	0
628	chr2_10311B	i	0			1.01	0	0
629	chr2_10312A	i	0			1.01	0	0
630	chr2_10312B	i	0			1.01	0	0
631	chr2_10313A	i	0			1.01	0	0
632	chr2_10313B	i	0			1.01	0	0
633	chr2_10314A	i	0			1.01	0	0
